Timestamp,User,Log_Message,Severity,IP_Address,HTTP_Status_Code,Response_Time_ms
2024-04-02 21:00:00,user3,Permission denied,ERROR,187.89.244.84,404,441
2024-04-02 22:00:00,user5,Failed login attempt,INFO,217.50.22.108,404,267
2024-04-02 23:00:00,user5,Database connection error,WARNING,129.56.247.243,200,429
2024-04-03 00:00:00,user4,Database connection error,ERROR,210.115.166.119,500,982
2024-04-03 01:00:00,user3,File downloaded,INFO,183.101.49.154,200,76
2024-04-03 02:00:00,user2,System error,ERROR,74.13.173.200,404,189
2024-04-03 03:00:00,user1,Network timeout,ERROR,22.11.26.212,404,456
2024-04-03 04:00:00,user1,Permission denied,INFO,122.217.220.53,200,490
2024-04-03 05:00:00,user4,Network timeout,ERROR,49.122.25.201,200,803
2024-04-03 06:00:00,user1,Failed login attempt,ERROR,197.239.228.60,200,416
2024-04-03 07:00:00,user3,Login successful,INFO,25.169.22.207,404,193
2024-04-03 08:00:00,user1,Login successful,INFO,116.68.154.155,404,862
2024-04-03 09:00:00,user1,Network timeout,WARNING,89.167.104.217,404,699
2024-04-03 10:00:00,user2,Network timeout,INFO,80.129.132.238,500,602
2024-04-03 11:00:00,user3,Invalid request,INFO,172.81.17.56,500,733
2024-04-03 12:00:00,user1,Invalid request,WARNING,151.110.45.176,500,963
2024-04-03 13:00:00,user4,Server overload,ERROR,84.27.231.69,404,753
2024-04-03 14:00:00,user2,Server overload,INFO,120.92.213.107,200,998
2024-04-03 15:00:00,user5,Invalid request,INFO,245.31.207.195,200,791
2024-04-03 16:00:00,user3,Login successful,INFO,24.64.117.237,500,459
2024-04-03 17:00:00,user1,Database connection error,INFO,100.154.190.242,200,510
2024-04-03 18:00:00,user3,Access denied,INFO,1.140.141.235,200,747
2024-04-03 19:00:00,user5,Access denied,WARNING,180.42.5.12,500,712
2024-04-03 20:00:00,user2,Failed login attempt,ERROR,178.211.111.235,404,134
2024-04-03 21:00:00,user2,Invalid request,WARNING,208.149.241.213,200,343
2024-04-03 22:00:00,user5,Database connection error,INFO,90.128.200.29,200,294
2024-04-03 23:00:00,user3,Network timeout,INFO,42.88.30.233,500,410
2024-04-04 00:00:00,user5,System error,INFO,41.21.181.245,200,112
2024-04-04 01:00:00,user1,Login successful,INFO,124.230.16.59,200,939
2024-04-04 02:00:00,user1,File downloaded,ERROR,2.219.57.132,500,701
2024-04-04 03:00:00,user2,Access denied,INFO,24.19.62.94,200,148
2024-04-04 04:00:00,user2,Permission denied,ERROR,34.59.26.163,404,429
2024-04-04 05:00:00,user5,Failed login attempt,WARNING,203.84.125.57,500,196
2024-04-04 06:00:00,user3,Access denied,ERROR,72.183.89.21,200,946
2024-04-04 07:00:00,user5,Server overload,ERROR,77.223.31.125,500,508
2024-04-04 08:00:00,user3,Login successful,INFO,124.125.170.74,200,755
2024-04-04 09:00:00,user3,Database connection error,WARNING,130.122.69.185,404,130
2024-04-04 10:00:00,user5,File downloaded,WARNING,106.99.38.73,404,724
2024-04-04 11:00:00,user5,Failed login attempt,INFO,57.215.10.78,500,838
2024-04-04 12:00:00,user2,Failed login attempt,INFO,222.91.213.12,200,560
2024-04-04 13:00:00,user1,Permission denied,INFO,254.148.57.199,500,113
2024-04-04 14:00:00,user3,Login successful,ERROR,228.85.80.104,500,542
2024-04-04 15:00:00,user5,Network timeout,ERROR,168.242.134.66,500,838
2024-04-04 16:00:00,user3,System error,WARNING,71.184.120.59,404,461
2024-04-04 17:00:00,user5,Network timeout,INFO,146.89.127.231,200,581
2024-04-04 18:00:00,user5,Failed login attempt,ERROR,198.181.77.80,200,923
2024-04-04 19:00:00,user5,File downloaded,INFO,3.219.152.186,200,781
2024-04-04 20:00:00,user5,Database connection error,ERROR,147.167.230.118,404,876
2024-04-04 21:00:00,user3,Invalid request,WARNING,116.117.1.127,404,731
2024-04-04 22:00:00,user4,Permission denied,INFO,97.75.24.247,500,678
2024-04-04 23:00:00,user2,Failed login attempt,WARNING,56.94.23.77,404,118
2024-04-05 00:00:00,user5,Network timeout,WARNING,162.9.39.40,500,291
2024-04-05 01:00:00,user2,Invalid request,WARNING,44.69.241.197,200,619
2024-04-05 02:00:00,user1,Login successful,INFO,11.152.137.9,404,890
2024-04-05 03:00:00,user2,Permission denied,WARNING,126.245.115.202,200,432
2024-04-05 04:00:00,user1,Failed login attempt,INFO,59.163.64.126,500,242
2024-04-05 05:00:00,user2,File downloaded,ERROR,176.30.239.96,404,710
2024-04-05 06:00:00,user2,System error,WARNING,55.185.200.87,404,506
2024-04-05 07:00:00,user5,Login successful,ERROR,221.45.175.45,404,265
2024-04-05 08:00:00,user1,Permission denied,WARNING,37.185.202.58,500,551
2024-04-05 09:00:00,user1,File downloaded,INFO,43.37.99.163,404,661
2024-04-05 10:00:00,user2,Invalid request,WARNING,210.27.122.209,200,67
2024-04-05 11:00:00,user2,Access denied,ERROR,19.16.184.245,404,785
2024-04-05 12:00:00,user4,Network timeout,INFO,71.57.72.82,500,365
2024-04-05 13:00:00,user1,File downloaded,WARNING,209.204.245.137,500,764
2024-04-05 14:00:00,user4,Failed login attempt,ERROR,57.147.192.105,200,983
2024-04-05 15:00:00,user3,System error,INFO,147.225.42.131,500,249
2024-04-05 16:00:00,user5,Access denied,ERROR,134.139.245.121,500,976
2024-04-05 17:00:00,user3,Login successful,INFO,34.200.114.34,500,50
2024-04-05 18:00:00,user1,Database connection error,INFO,65.112.26.76,500,154
2024-04-05 19:00:00,user1,Database connection error,INFO,210.6.176.26,500,819
2024-04-05 20:00:00,user1,Permission denied,WARNING,197.82.229.129,500,387
2024-04-05 21:00:00,user3,Access denied,ERROR,22.250.66.37,404,680
2024-04-05 22:00:00,user5,File downloaded,ERROR,35.205.155.188,500,984
2024-04-05 23:00:00,user4,Failed login attempt,WARNING,146.229.133.157,404,531
2024-04-06 00:00:00,user1,Network timeout,INFO,183.163.163.132,200,285
2024-04-06 01:00:00,user4,Access denied,ERROR,4.239.94.219,200,604
2024-04-06 02:00:00,user5,File downloaded,INFO,98.155.136.170,200,700
2024-04-06 03:00:00,user3,Access denied,INFO,211.3.249.59,404,287
2024-04-06 04:00:00,user2,Server overload,WARNING,5.41.104.208,404,978
2024-04-06 05:00:00,user2,Invalid request,INFO,54.240.237.94,200,365
2024-04-06 06:00:00,user2,Login successful,INFO,67.20.42.223,200,140
2024-04-06 07:00:00,user5,Failed login attempt,INFO,60.42.128.77,200,177
2024-04-06 08:00:00,user4,File downloaded,INFO,58.237.162.153,404,896
2024-04-06 09:00:00,user5,Invalid request,ERROR,218.144.77.12,500,432
2024-04-06 10:00:00,user4,Failed login attempt,WARNING,149.184.142.103,404,596
2024-04-06 11:00:00,user3,Database connection error,WARNING,242.197.202.26,200,324
2024-04-06 12:00:00,user4,Failed login attempt,INFO,32.117.194.180,200,220
2024-04-06 13:00:00,user5,Login successful,WARNING,128.255.124.131,404,573
2024-04-06 14:00:00,user2,Access denied,ERROR,168.176.35.81,404,175
2024-04-06 15:00:00,user5,Server overload,INFO,91.130.69.111,404,185
2024-04-06 16:00:00,user4,Server overload,WARNING,209.225.106.62,200,776
2024-04-06 17:00:00,user3,File downloaded,ERROR,158.92.107.160,500,64
2024-04-06 18:00:00,user1,Invalid request,WARNING,159.243.39.121,200,955
2024-04-06 19:00:00,user4,Access denied,INFO,28.127.150.74,404,397
2024-04-06 20:00:00,user2,Network timeout,INFO,123.185.107.66,404,622
2024-04-06 21:00:00,user3,System error,ERROR,182.157.8.189,500,130
2024-04-06 22:00:00,user2,Server overload,INFO,139.156.65.205,500,891
2024-04-06 23:00:00,user3,File downloaded,WARNING,116.54.65.235,404,415
2024-04-07 00:00:00,user5,File downloaded,INFO,214.123.229.197,200,98
2024-04-07 01:00:00,user4,Permission denied,ERROR,114.99.226.49,500,515
2024-04-07 02:00:00,user4,Failed login attempt,ERROR,167.114.251.58,404,190
2024-04-07 03:00:00,user2,Login successful,INFO,53.72.138.124,500,352
2024-04-07 04:00:00,user4,Server overload,ERROR,29.138.93.23,404,749
2024-04-07 05:00:00,user5,Access denied,ERROR,157.110.60.85,500,861
2024-04-07 06:00:00,user3,Access denied,INFO,178.149.5.58,200,371
2024-04-07 07:00:00,user2,Access denied,ERROR,75.228.74.75,500,522
2024-04-07 08:00:00,user4,Database connection error,WARNING,245.109.49.64,500,885
2024-04-07 09:00:00,user2,Failed login attempt,WARNING,124.76.102.23,200,73
2024-04-07 10:00:00,user5,Network timeout,WARNING,187.162.137.25,404,432
2024-04-07 11:00:00,user2,Network timeout,WARNING,77.190.249.220,404,891
2024-04-07 12:00:00,user5,Login successful,ERROR,119.200.250.74,200,733
2024-04-07 13:00:00,user3,Failed login attempt,WARNING,102.115.101.47,500,94
2024-04-07 14:00:00,user1,Database connection error,INFO,212.197.16.250,404,664
2024-04-07 15:00:00,user4,Permission denied,WARNING,231.100.83.58,200,449
2024-04-07 16:00:00,user3,Failed login attempt,INFO,13.54.58.14,404,276
2024-04-07 17:00:00,user4,Failed login attempt,WARNING,76.98.47.46,404,424
2024-04-07 18:00:00,user5,Network timeout,INFO,15.15.251.246,200,185
2024-04-07 19:00:00,user3,Network timeout,INFO,124.105.27.243,404,713
2024-04-07 20:00:00,user1,File downloaded,WARNING,226.253.43.25,404,199
2024-04-07 21:00:00,user4,Failed login attempt,INFO,123.201.101.216,200,740
2024-04-07 22:00:00,user3,Server overload,WARNING,190.253.232.13,500,499
2024-04-07 23:00:00,user1,File downloaded,WARNING,206.219.210.69,500,775
2024-04-08 00:00:00,user4,Server overload,INFO,202.216.230.160,404,130
2024-04-08 01:00:00,user2,Permission denied,ERROR,62.129.124.87,500,701
2024-04-08 02:00:00,user4,Invalid request,WARNING,150.217.215.161,404,214
2024-04-08 03:00:00,user3,Login successful,ERROR,19.56.168.57,500,216
2024-04-08 04:00:00,user3,Login successful,INFO,197.28.31.202,500,260
2024-04-08 05:00:00,user1,Access denied,ERROR,215.86.143.11,200,872
2024-04-08 06:00:00,user2,File downloaded,ERROR,7.105.33.96,500,996
2024-04-08 07:00:00,user2,Failed login attempt,INFO,52.213.90.73,500,749
2024-04-08 08:00:00,user5,Access denied,WARNING,15.98.102.81,404,487
2024-04-08 09:00:00,user1,Server overload,ERROR,125.222.170.76,500,505
2024-04-08 10:00:00,user2,Network timeout,WARNING,52.213.111.64,500,983
2024-04-08 11:00:00,user2,Database connection error,ERROR,43.149.212.142,200,685
2024-04-08 12:00:00,user5,Invalid request,INFO,36.129.207.190,200,364
2024-04-08 13:00:00,user4,System error,WARNING,69.225.136.126,200,859
2024-04-08 14:00:00,user5,System error,WARNING,35.175.66.11,404,231
2024-04-08 15:00:00,user3,Invalid request,WARNING,185.130.23.227,200,724
2024-04-08 16:00:00,user5,Access denied,ERROR,65.121.97.134,404,318
2024-04-08 17:00:00,user3,Server overload,ERROR,200.254.65.70,200,608
2024-04-08 18:00:00,user3,Access denied,WARNING,185.246.145.253,200,640
2024-04-08 19:00:00,user4,Failed login attempt,WARNING,222.190.185.123,200,629
2024-04-08 20:00:00,user5,Invalid request,INFO,222.115.61.164,404,478
2024-04-08 21:00:00,user3,Login successful,ERROR,202.137.195.180,200,601
2024-04-08 22:00:00,user1,System error,ERROR,110.174.52.185,200,347
2024-04-08 23:00:00,user4,Permission denied,WARNING,228.199.170.24,200,608
2024-04-09 00:00:00,user5,Login successful,WARNING,58.54.207.245,404,538
2024-04-09 01:00:00,user4,Invalid request,ERROR,18.172.150.197,200,988
2024-04-09 02:00:00,user5,Database connection error,WARNING,1.102.153.66,404,493
2024-04-09 03:00:00,user2,System error,ERROR,217.125.180.195,500,208
2024-04-09 04:00:00,user1,System error,WARNING,72.76.119.3,500,853
2024-04-09 05:00:00,user5,Network timeout,ERROR,147.80.14.155,200,497
2024-04-09 06:00:00,user4,Invalid request,WARNING,9.24.238.159,500,499
2024-04-09 07:00:00,user5,Failed login attempt,INFO,195.197.56.90,404,454
2024-04-09 08:00:00,user4,System error,WARNING,243.194.177.81,404,679
2024-04-09 09:00:00,user4,Database connection error,ERROR,252.83.50.20,200,343
2024-04-09 10:00:00,user2,Database connection error,ERROR,124.138.225.153,500,111
2024-04-09 11:00:00,user3,Invalid request,ERROR,73.140.138.164,200,263
2024-04-09 12:00:00,user4,File downloaded,ERROR,31.2.253.10,404,80
2024-04-09 13:00:00,user2,Failed login attempt,WARNING,79.65.60.113,500,51
2024-04-09 14:00:00,user3,Server overload,INFO,62.56.122.17,500,770
2024-04-09 15:00:00,user4,Server overload,WARNING,42.212.137.218,404,313
2024-04-09 16:00:00,user4,Network timeout,WARNING,128.131.210.72,200,72
2024-04-09 17:00:00,user4,Database connection error,INFO,55.204.139.17,404,287
2024-04-09 18:00:00,user1,Network timeout,ERROR,213.4.71.84,500,697
2024-04-09 19:00:00,user3,Database connection error,WARNING,93.195.160.149,404,431
2024-04-09 20:00:00,user3,Invalid request,INFO,174.101.175.252,200,656
2024-04-09 21:00:00,user5,System error,ERROR,11.129.245.202,200,532
2024-04-09 22:00:00,user1,Access denied,INFO,166.220.94.95,200,129
2024-04-09 23:00:00,user1,Access denied,INFO,77.193.88.148,200,347
2024-04-10 00:00:00,user1,Network timeout,ERROR,6.183.121.236,200,977
2024-04-10 01:00:00,user3,Server overload,ERROR,80.129.120.14,500,639
2024-04-10 02:00:00,user4,Database connection error,ERROR,119.68.38.223,500,377
2024-04-10 03:00:00,user1,Access denied,ERROR,135.85.117.102,500,80
2024-04-10 04:00:00,user5,Invalid request,ERROR,228.156.218.243,404,289
2024-04-10 05:00:00,user4,Invalid request,INFO,44.140.242.183,404,400
2024-04-10 06:00:00,user5,Database connection error,WARNING,194.185.200.86,500,581
2024-04-10 07:00:00,user4,Login successful,INFO,89.241.224.73,500,238
2024-04-10 08:00:00,user4,Failed login attempt,ERROR,92.164.172.70,200,842
2024-04-10 09:00:00,user1,File downloaded,INFO,238.115.131.224,200,176
2024-04-10 10:00:00,user3,System error,WARNING,22.224.135.148,200,763
2024-04-10 11:00:00,user1,Access denied,WARNING,221.147.245.220,200,631
2024-04-10 12:00:00,user4,Permission denied,INFO,100.187.144.117,500,188
2024-04-10 13:00:00,user4,Failed login attempt,INFO,220.174.156.152,404,546
2024-04-10 14:00:00,user4,Invalid request,INFO,22.201.237.20,404,865
2024-04-10 15:00:00,user5,Login successful,INFO,220.126.156.233,200,234
2024-04-10 16:00:00,user4,Server overload,INFO,88.230.208.120,500,863
2024-04-10 17:00:00,user1,Access denied,ERROR,7.38.58.131,200,602
2024-04-10 18:00:00,user1,Network timeout,ERROR,205.97.104.0,500,722
2024-04-10 19:00:00,user2,File downloaded,INFO,140.49.22.243,500,397
2024-04-10 20:00:00,user1,File downloaded,ERROR,235.44.186.77,404,77
2024-04-10 21:00:00,user3,Login successful,INFO,27.190.103.164,500,858
2024-04-10 22:00:00,user1,Server overload,INFO,252.156.67.204,500,185
2024-04-10 23:00:00,user5,Access denied,WARNING,101.228.38.70,500,161
2024-04-11 00:00:00,user5,Access denied,ERROR,229.111.58.1,500,89
2024-04-11 01:00:00,user1,Invalid request,ERROR,17.28.91.106,500,578
2024-04-11 02:00:00,user4,Database connection error,ERROR,93.94.122.235,500,828
2024-04-11 03:00:00,user4,Login successful,ERROR,233.2.11.208,500,954
2024-04-11 04:00:00,user3,Network timeout,WARNING,167.3.194.237,200,314
2024-04-11 05:00:00,user4,Access denied,WARNING,141.67.49.168,500,802
2024-04-11 06:00:00,user2,Failed login attempt,WARNING,71.162.62.214,500,107
2024-04-11 07:00:00,user2,Server overload,WARNING,193.124.224.57,200,306
2024-04-11 08:00:00,user3,Database connection error,INFO,121.40.63.19,500,785
2024-04-11 09:00:00,user3,Network timeout,WARNING,92.15.216.127,500,512
2024-04-11 10:00:00,user2,Access denied,ERROR,3.206.114.82,200,540
2024-04-11 11:00:00,user4,Database connection error,WARNING,129.201.102.104,200,809
2024-04-11 12:00:00,user2,Login successful,WARNING,67.219.98.138,404,496
2024-04-11 13:00:00,user1,Network timeout,WARNING,140.255.41.170,404,589
2024-04-11 14:00:00,user4,Server overload,WARNING,58.173.201.132,404,964
2024-04-11 15:00:00,user4,Database connection error,ERROR,70.187.132.129,500,608
2024-04-11 16:00:00,user1,System error,INFO,233.135.86.145,200,563
2024-04-11 17:00:00,user1,Permission denied,INFO,148.43.35.95,404,290
2024-04-11 18:00:00,user2,Login successful,INFO,105.220.136.163,500,188
2024-04-11 19:00:00,user3,Access denied,ERROR,112.13.99.180,500,911
2024-04-11 20:00:00,user1,Login successful,ERROR,149.112.8.96,500,521
2024-04-11 21:00:00,user1,System error,ERROR,1.173.22.31,500,230
2024-04-11 22:00:00,user2,Database connection error,INFO,107.52.46.245,500,150
2024-04-11 23:00:00,user5,Login successful,ERROR,105.25.96.84,500,766
2024-04-12 00:00:00,user2,Access denied,ERROR,228.69.203.121,404,426
2024-04-12 01:00:00,user4,File downloaded,ERROR,6.174.171.191,404,301
2024-04-12 02:00:00,user2,Permission denied,ERROR,9.233.35.175,500,680
2024-04-12 03:00:00,user5,Access denied,ERROR,198.103.38.86,500,624
2024-04-12 04:00:00,user3,Server overload,WARNING,28.195.9.255,500,440
2024-04-12 05:00:00,user1,File downloaded,WARNING,110.33.86.228,500,339
2024-04-12 06:00:00,user2,Database connection error,WARNING,247.146.81.51,200,635
2024-04-12 07:00:00,user2,Failed login attempt,ERROR,78.121.221.197,500,180
2024-04-12 08:00:00,user4,Invalid request,WARNING,70.160.247.254,404,503
2024-04-12 09:00:00,user2,Access denied,WARNING,52.43.254.247,200,608
2024-04-12 10:00:00,user2,Database connection error,WARNING,150.58.190.142,500,815
2024-04-12 11:00:00,user3,File downloaded,WARNING,23.220.56.238,200,551
2024-04-12 12:00:00,user2,System error,ERROR,95.92.117.196,404,348
2024-04-12 13:00:00,user5,Access denied,ERROR,247.3.241.123,500,150
2024-04-12 14:00:00,user3,Server overload,WARNING,160.136.215.43,404,706
2024-04-12 15:00:00,user2,Access denied,INFO,31.66.113.43,200,288
2024-04-12 16:00:00,user2,File downloaded,INFO,31.241.238.169,200,362
2024-04-12 17:00:00,user4,Database connection error,WARNING,101.161.109.220,200,959
2024-04-12 18:00:00,user2,Network timeout,INFO,224.144.46.53,500,696
2024-04-12 19:00:00,user4,Network timeout,ERROR,217.126.97.239,200,249
2024-04-12 20:00:00,user2,Access denied,ERROR,241.98.84.171,404,553
2024-04-12 21:00:00,user5,Server overload,WARNING,89.49.209.235,200,828
2024-04-12 22:00:00,user4,Network timeout,INFO,241.218.71.221,200,160
2024-04-12 23:00:00,user4,Login successful,WARNING,66.222.112.115,404,642
2024-04-13 00:00:00,user4,Server overload,ERROR,155.20.25.87,500,580
2024-04-13 01:00:00,user3,Database connection error,ERROR,132.92.225.104,200,634
2024-04-13 02:00:00,user3,Permission denied,INFO,88.253.238.138,404,167
2024-04-13 03:00:00,user1,Database connection error,INFO,231.152.74.141,200,256
2024-04-13 04:00:00,user3,Database connection error,INFO,140.45.107.235,404,467
2024-04-13 05:00:00,user4,Login successful,WARNING,51.136.123.235,200,881
2024-04-13 06:00:00,user3,Access denied,ERROR,202.101.213.87,200,107
2024-04-13 07:00:00,user4,Network timeout,ERROR,36.130.247.86,404,95
2024-04-13 08:00:00,user5,System error,INFO,8.122.29.127,500,954
2024-04-13 09:00:00,user3,Failed login attempt,WARNING,1.24.41.57,200,367
2024-04-13 10:00:00,user5,Failed login attempt,WARNING,136.68.34.79,500,73
2024-04-13 11:00:00,user4,System error,WARNING,147.49.229.193,404,327
2024-04-13 12:00:00,user4,Invalid request,WARNING,61.144.148.157,500,736
2024-04-13 13:00:00,user2,Failed login attempt,ERROR,211.226.109.214,500,463
2024-04-13 14:00:00,user4,Login successful,ERROR,26.225.91.105,200,292
2024-04-13 15:00:00,user3,Access denied,ERROR,139.240.106.5,500,905
2024-04-13 16:00:00,user4,Invalid request,WARNING,38.195.201.63,404,248
2024-04-13 17:00:00,user2,File downloaded,ERROR,93.183.227.20,404,494
2024-04-13 18:00:00,user3,File downloaded,ERROR,203.134.4.175,500,585
2024-04-13 19:00:00,user5,Network timeout,ERROR,35.46.154.111,404,318
2024-04-13 20:00:00,user1,Server overload,ERROR,12.149.176.119,200,970
2024-04-13 21:00:00,user4,File downloaded,ERROR,76.161.26.17,404,903
2024-04-13 22:00:00,user3,Failed login attempt,ERROR,27.169.117.104,500,349
2024-04-13 23:00:00,user3,Server overload,ERROR,189.45.103.43,500,917
2024-04-14 00:00:00,user2,File downloaded,ERROR,141.121.124.68,500,651
2024-04-14 01:00:00,user4,File downloaded,WARNING,129.138.162.4,404,78
2024-04-14 02:00:00,user4,Network timeout,INFO,179.51.124.161,500,685
2024-04-14 03:00:00,user5,Access denied,INFO,189.224.55.27,404,821
2024-04-14 04:00:00,user2,Access denied,WARNING,6.95.34.110,200,552
2024-04-14 05:00:00,user2,File downloaded,WARNING,66.195.80.98,500,819
2024-04-14 06:00:00,user4,Invalid request,WARNING,113.123.173.182,200,92
2024-04-14 07:00:00,user3,Failed login attempt,INFO,158.113.224.10,200,206
2024-04-14 08:00:00,user5,Access denied,ERROR,149.96.113.219,500,932
2024-04-14 09:00:00,user1,Invalid request,INFO,103.138.31.21,500,703
2024-04-14 10:00:00,user3,Login successful,ERROR,187.236.10.134,200,525
2024-04-14 11:00:00,user4,System error,ERROR,97.162.54.12,404,89
2024-04-14 12:00:00,user1,Login successful,INFO,175.236.195.5,200,374
2024-04-14 13:00:00,user4,System error,INFO,37.234.11.118,200,543
2024-04-14 14:00:00,user4,Login successful,ERROR,227.80.226.22,200,143
2024-04-14 15:00:00,user5,Network timeout,WARNING,52.250.205.164,500,959
2024-04-14 16:00:00,user4,File downloaded,ERROR,241.115.229.253,200,818
2024-04-14 17:00:00,user4,Failed login attempt,WARNING,195.231.170.22,200,568
2024-04-14 18:00:00,user1,File downloaded,ERROR,254.25.234.200,200,663
2024-04-14 19:00:00,user1,Invalid request,INFO,159.198.192.198,404,191
2024-04-14 20:00:00,user3,Permission denied,WARNING,118.46.98.251,404,899
2024-04-14 21:00:00,user2,Permission denied,INFO,154.183.98.34,500,541
2024-04-14 22:00:00,user4,Access denied,WARNING,154.23.220.144,200,789
2024-04-14 23:00:00,user2,Access denied,INFO,155.195.230.17,500,782
2024-04-15 00:00:00,user2,File downloaded,INFO,164.151.189.244,200,988
2024-04-15 01:00:00,user3,Failed login attempt,ERROR,115.117.150.233,200,983
2024-04-15 02:00:00,user1,Invalid request,INFO,203.176.97.185,200,568
2024-04-15 03:00:00,user3,Failed login attempt,WARNING,241.61.187.93,404,905
2024-04-15 04:00:00,user2,Access denied,WARNING,255.152.206.244,404,433
2024-04-15 05:00:00,user5,Invalid request,INFO,153.233.149.178,500,669
2024-04-15 06:00:00,user2,System error,INFO,45.73.78.214,404,704
2024-04-15 07:00:00,user5,Access denied,WARNING,89.234.192.197,200,459
2024-04-15 08:00:00,user3,Server overload,INFO,190.6.57.156,404,370
2024-04-15 09:00:00,user1,Network timeout,WARNING,102.186.81.115,200,988
2024-04-15 10:00:00,user2,Database connection error,INFO,82.196.6.155,404,209
2024-04-15 11:00:00,user3,Network timeout,INFO,242.195.27.187,404,844
2024-04-15 12:00:00,user2,Network timeout,WARNING,73.163.233.197,200,636
2024-04-15 13:00:00,user2,Database connection error,ERROR,62.143.26.33,200,586
2024-04-15 14:00:00,user1,Database connection error,ERROR,121.122.207.74,200,54
2024-04-15 15:00:00,user1,Failed login attempt,WARNING,148.132.154.108,404,357
2024-04-15 16:00:00,user5,System error,WARNING,225.55.198.245,404,144
2024-04-15 17:00:00,user3,Access denied,WARNING,184.139.34.98,500,287
2024-04-15 18:00:00,user5,Network timeout,INFO,165.52.126.105,200,650
2024-04-15 19:00:00,user1,Permission denied,ERROR,239.192.219.239,200,988
2024-04-15 20:00:00,user4,Server overload,WARNING,151.91.176.30,200,716
2024-04-15 21:00:00,user4,Permission denied,INFO,133.151.147.46,500,381
2024-04-15 22:00:00,user3,File downloaded,INFO,162.80.98.26,404,484
2024-04-15 23:00:00,user1,Permission denied,WARNING,87.9.192.96,404,375
2024-04-16 00:00:00,user3,Network timeout,ERROR,23.198.202.191,500,269
2024-04-16 01:00:00,user2,Failed login attempt,ERROR,19.3.12.47,200,713
